Artist,Title,Album,Date,Lyric,Year,Unnamed: 0,lastfm_tag,genre
Lady Gaga,Venus,ARTPOP,2013-10-27,rocket number nine take off to the planet to the planet venus aphrodite lady seashell bikini garden panty venus lets blast off to a new dimension in your bedroom venus aphrodite lady seashell bikini get with me venus  pre i cant help the way im feeling goddess of love please take me to your leader i cant help i keep on dancing goddess of love goddess of love take me to your planet to the planet take me to your planet to the planet take me to your leader to the planet your leader your leader to the planet take me to your planet to the planet take me to your planet to the planet take me to your venus to the planet your venus your venus   when you touch me i die just a little inside i wonder if this could be love this could be love cause youre out of this world galaxy space and time i wonder if this could be love venus   have an oyster baby its aphrodishy act sleazy venus worship to the land a girl from the planet to the planet to the planet  pre i cant help the way im feeling goddess of love please take me to your leader i cant help i keep on dancing goddess of love goddess of love take me to your planet to the planet take me to your planet to the planet take me to your leader to the planet your leader your leader to the planet take me to your planet to the planet take me to your planet to the planet take me to your venus to the planet your venus your venus   when you touch me i die just a little inside i wonder if this could be love this could be love cause youre out of this world galaxy space and time i wonder if this could be love this could be love  post wonder if this could be love this could be love goddess of love wonder if this could be love venus   neptune go now serve pluto saturn jupiter mercury venus uhhuh uranus dont you know my ass is famous mars now serve for the gods earth serve for the stars   when you touch me i die just a little inside i wonder if this could be love this could be love cause youre out of this world galaxy space and time i wonder if this could be love this could be love   wonder if this could be love this could be love goddess of love wonder if this could be love venus,2013.0,12.0,pop,Pop
Lady Gaga,Aura,ARTPOP,2013-11-06,i killed my former and left her in the trunk on highway 0 put the knife under the hood if you find it send it straight to hollywood laughs auraaaa auraaaa auraaaa auraaaa auraaaa auraaaa auraaaa   i'm not a wandering slave i am a woman of choice my veil is protection for the gorgeousness of my face you ought to pity me 'cause was arranged one man to love but in the bedroom the size of him's more than enough   do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the aura behind the aura do you wanna touch me cosmic lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the aura behind the aura behind the aura behind the aura   enigma popstar is fun she wear burqa for fashion it's not a statement as much as just a move of passion i may not walk on your street or shoot a gun on your soil i hear you screaming is it because of pleasure or toil   dance sex art pop tech dance sex art pop tech   do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the aura behind the aura do you wanna touch me cosmic lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the aura behind the aura behind the curtain behind the burqa   artpop,2013.0,16.0,pop,Pop
Lady Gaga,Paparazzi,The Fame,2009-07-06,we are the crowd we're ccomin' out got my flash on it's true need that picture of you it's so magical we'd be so fantastico leather and jeans garage glamorous not sure what it means but this photo of us it don't have a price ready for those flashing lights 'cause you know that baby i   i'm your biggest fan i'll follow you until you love me papapaparazzi baby there's no other superstar you know that i'll be your papapaparazzi promise i'll be kind but i won't stop until that boy is mine baby you'll be famous chase you down until you love me papapaparazzi   i'll be your girl backstage at your show velvet ropes and s yeah 'cause you're my rock star in between the sets eyeliner and cigarettes shadow is burnt yellow dance and we turn my lashes are dry purple teardrops i cry it don't have a price loving you is cherry pie 'cause you know that baby i   i'm your biggest fan i'll follow you until you love me papapaparazzi baby there's no other superstar you know that i'll be your papapaparazzi promise i'll be kind but i won't stop until that boy is mine baby you'll be famous chase you down until you love me papapaparazzi   real good we dance in the studio snap snap to that shit on the radio don't stop for anyone we're plastic but we still have fun   i'm your biggest fan i'll follow you until you love me papapaparazzi baby there's no other superstar you know that i'll be your papapaparazzi promise i'll be kind but i won't stop until that boy is mine baby you'll be famous chase you down until you love me papapaparazzi,2009.0,19.0,pop,Pop
Lady Gaga,Alejandro,The Fame Monster,2010-04-20,i know that we are young and i know that you may love me but i just can't be with you like this anymore alejandro   she's got both hands in her pocket and she won't look at you won't look at you she hides true love en su bolsillo she's got a halo around her finger around you  pre you know that i love you boy hot like mexico rejoice at this point i've gotta choose nothing to lose   don't call my name don't call my name alejandro i'm not your babe i'm not your babe fernando don't wanna kiss don't wanna touch just smoke my cigarette and hush don't call my name don't call my name roberto alejandro alejandro alealejandro alealejandro alejandro alejandro alealejandro alealejandro  interlude stop please just let me go alejandro just let me go   she's not broken she's just a baby but her boyfriend's like her dad just like her dad and all those flames that burned before him now he's gotta firefight gotta cool the bad  pre you know that i love you boy hot like mexico rejoice at this point i've gotta choose nothing to lose   don't call my name don't call my name alejandro i'm not your babe i'm not your babe fernando don't wanna kiss don't wanna touch just smoke my cigarette and hush don't call my name don't call my name roberto alejandro alejandro alealejandro alealejandro alejandro alejandro alealejandro alealejandro   don't bother me don't bother me alejandro don't call my name don't call my name bye fernando i'm not your babe i'm not your babe alejandro don't wanna kiss don't wanna touch fernando don't call my name don't call my name alejandro i'm not your babe i'm not your babe fernando don't wanna kiss don't wanna touch just smoke my cigarette and hush don't call my name don't call my name roberto   alejandro alejandro alealejandro alealejandro alejandro alejandro alealejandro alealejandro don't call my name don't call my name alejandro alejandro i'm not your babe i'm not your babe alealejandro alealejandro fernando don't wanna kiss don't wanna touch alejandro alejandro alealejandro alealejandro just smoke my cigarette and hush don't call my name don't call my name alejandro alejandro alealejandro alealejandro roberto alejandro,2010.0,21.0,pop,Pop
Lady Gaga,Judas,Born This Way,2011-04-15,whoawhoawhoawhoawhoa im in love with judaas judaas whoawhoawhoawhoawhoa im in love with judaas judaas  refrain judas judaahah judas judaahah judas judaahah judas gaga judas judaahah judas judaahah judas judaahah judas gaga   when he calls to me i am ready i'll wash his feet with my hair if he needs forgive him when his tongue lies through his brain even after three times he betrays me  pre ahah ahahahah ahah ahahahah i'll bring him down bring him down down ahah ahahahah ahah ahahahah a king with no crown king with no crown   i'm just a holy fool oh baby it's so cruel but i'm still in love with judas baby i'm just a holy fool oh baby it's so cruel but i'm still in love with judas baby whoawhoawhoawhoawhoa im in love with judaas judaas whoawhoawhoawhoawhoa im in love with judaas judaas  refrain judas judaahah judas judaahah judas judaahah judas gaga   i couldn't love a man so purely even prophets forgave his crooked ways i've learned love is like a brick you can build a house or sink a dead body  pre ahah ahahahah ahah ahahahah i'll bring him down bring him down down ahah ahahahah ahah ahahahah a king with no crown king with no crown   i'm just a holy fool oh baby it's so cruel but i'm still in love with judas baby i'm just a holy fool oh baby it's so cruel but i'm still in love with judas baby whoawhoawhoawhoawhoa im in love with judaas judaas whoawhoawhoawhoawhoa im in love with judaas judaas  breakdown ew in the most biblical sense i am beyond repentance fame hooker prostitute wench vomits her mind but in the cultural sense i just speak in future tense judas kiss me if offensed or wear ear condom next time   i wanna love you but somethings pulling me away from you jesus is my virtue and judas is the demon i cling to i cling to   i'm just a holy fool oh baby it's so cruel but i'm still in love with judas baby i'm just a holy fool oh baby it's so cruel but i'm still in love with judas baby whoawhoawhoawhoawhoa im in love with judaas judaas whoawhoawhoawhoawhoa im in love with judaas judaas   judas judaahah judas judaahah judas judaahah judas gaga,2011.0,23.0,pop,Pop
Lady Gaga,ARTPOP,ARTPOP,2013-11-06,come to me in all your glamour and cruelty just do that thing that you do and i'll undress you keep it tight sometimes the simplest move is right the melody that you choose can rescue you  pre  a hybrid can withstand these things my heart can beat with bricks and strings my artpop could mean anything   we could we could belong together artpop we could we could belong together artpop we could we could belong together artpop artpop artpop   come to me with all your subtext and fantasy just do that thing that you do in a perhue lovers' kites are flown on beaches for public sight the color palette you choose could profit you  pre  a hybrid can withstand these things my heart can beat with bricks and strings my artpop could mean anything could try to sell you out or i could show you all the reasons why my artpop could mean anything   we could we could belong together artpop we could we could belong together artpop we could we could belong together artpop artpop artpop   brushes of darkness won't help you create your destiny of self but artpop could mean anything anything i try to sell myself but i am really laughing because i just love the music not the bling music not the bling   we could we could belong together artpop we could we could belong together artpop we could we could belong together artpop artpop artpop we could we could belong together artpop we could we could belong together artpop we could we could belong together artpop artpop artpop   free my mind artpop you make my heart stop,2013.0,34.0,pop,Pop
Lady Gaga,Bloody Mary,Born This Way,2011-05-23,money oh   love is just a history that they may prove and when you're gone i'll tell them my religion's you when pontius comes to kill the king upon his throne i'm ready for their stones  pre i'll dance dance dance with my hands hands hands above my head head head like jesus said i'm gonna dance dance dance with my hands hands hands above my head hands together forgive him before he's dead because   i won't cry for you i won't crucify the things you do i won't cry for you see see when you're gone i'll still be bloody mary  post love   we are not just art for michelangelo to carve he can't rewrite the agro of my furied heart i'll wait on mountain tops in paris cold j'veux pas mourir toute seule  pre i'll dance dance dance with my hands hands hands above my head head head like jesus said i'm gonna dance dance dance with my hands hands hands above my head hands together forgive him before he's dead because   i won't cry for you i won't crucify the things you do i won't cry for you see see when you're gone i'll still be bloody mary  post love  interlude gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga  breakdown dum dum dadida dum dum dadidadaddadadida dum dum dadida dum dum dadida dum dum dadidadaddadadida dum dum dadida   i won't cry for you i won't crucify the things you do do do i won't cry for you see see when you're gone i'll still be bloody mary   ohohohohoh ohohohohoh ohohohohoh ohohohohoh ohohohohoh ohohohohoh ohohohohoh ohohohohoh líberate mi amor,2011.0,49.0,pop,Pop
Lady Gaga,Marry the Night,Born This Way,2011-11-15,i'm gonna marry the night i wont give up on my life i'm a warrior queen live passionately tonight i'm gonna marry the dark gonna make love to the stark i'm a soldier to my own emptiness i'm a winner i'm gonna marry the night i'm gonna marry the night i'm gonna marry the night    i'm gonna marry the night i'm not gonna cry anymore i'm gonna marry the night leave nothing on these streets to explore  post mamamamarry mamamamarry mamamamarry the night oh mamamamarry mamamamarry mamamamarry the night   i'm gonna lace up my boots throw on some leather and cruise down the streets that i love in my fishnet gloves i'm a sinner then i'll go down to the bar but i won't cry anymore i'll hold my whiskey up high kiss the bartender twice i'm a loser i'm gonna marry the night i'm gonna marry the night    i'm gonna marry the night i'm not gonna cry anymore i'm gonna marry the night leave nothing on these streets to explore  post mamamamarry mamamamarry mamamamarry the night oh mamamamarry mamamamarry mamamamarry the night   nothing's too cool to take me from you new york is not just a tan that you never lose love is the new denim or black skeleton guns are wedding bells in the attic get ginger ready climb to el camino front won't poke holes in the seat with my heels cause that's where we make love come on run turn the car on and run    i'm gonna marry the night i'm gonna burn a hole in the road i'm gonna marry the night leave nothing on these streets to explore  post mamamamarry mamamamarry mamamamarry the night oh mamamamarry mamamamarry mamamamarry the night oh mamamamarry mamamamarry mamamamarry the night   i'm gonna marry marry i'm gonna marry marry marry c'mon c'mon the night the night the night the night the night the night the night the night the night the night the night the night the night the night the night,2011.0,53.0,pop,Pop
Lady Gaga,Monster,The Fame Monster,2009-11-18,don't call me gaga i've never seen one like that before don't look at me like that you amaze me big boy he ate my heart he aaate my heart you little monster he ate my heart he aaate my heart out you amaze me he ate my heart he aaate my heart he ate my heart he aaate my heart out   look at him look at me that boy is bad and honestly hes a wolf in disguise but i can't stop staring in those evil eyes evil eyes evil eyes  pre i asked my girlfriend if shed seen you 'round before oh yeah she mumbled something while we got down on the floor baby we mightve fucked not really sure dont quite recall but something tells me that i've seen him yeah   that boy is a monster momomomonster that boy is a monster momomomonster that boy is a monster momomomonster that boy is a monsterererererer  post he ate my heart i love that girl he ate my heart wanna to talk to her she's hot as hell he ate my heart i love that girl he ate my heart wanna to talk to her she's hot as hell   he licked his lips said to me girl you look good enough to eat put his arms around me said boy no get your paws right off me  pre i asked my girlfriend if she'd seen you 'round before oh yeah she mumbled something while we got down on the floor baby we might've fucked not really sure dont quite recall oh yeah but something tells me that ive seen him yeah   that boy is a monster momomomonster could i love him that boy is a monster momomomonster could i love him that boy is a monster momomomonster could i love him that boy is a monsterererererer  post he ate my heart i love that girl he ate my heart wanna to talk to her shes hot as hell he ate my heart i love that girl he ate my heart wanna to talk to her shes hot as hell  breakdown he ate my heart he ate my heart instead he's a monster in my bed he ate my heart he ate my heart instead hes a monster in my bed   i wanna just dance but he took me home instead uhoh there was a monster in my bed we french kissed on a subway train he tore my clothes right off he ate my heart and then he ate my brain uhoh uhoh i love that girl uh ohoh oh wanna talk to her she's hot as hell he ate my heart uh ohoh oh he aaate my heart uh ohoh oh wanna talk to her she's hot as hell that boy that boy that boy that boy   that boy is a monster momomomonster could i love him that boy is a monster momomomonster could i love him that boy is a monster momomomonster could i love him that boy is a monsterererererer that boy is a monster he ate my heart momomomonster could i love him that boy is a monster he ate my heart momomomonster could i love him that boy is a monster momomomonster could i love him that boy is a monsterererererer,2009.0,54.0,pop,Pop
Lady Gaga,The Edge of Glory,Born This Way,2011-05-09,there ain't no reason you and me should be alone tonight yeah baby tonight yeah baby but i got a reason that youhoo should take me home tonight i need a man that thinks it right when it's so wrong tonight yeah baby tonight yeah baby right on the limit's where we know we both belong tonight  pre it's hot to feel the rush to brush the dangerous i'm gonna run right to to the edge with you where we can both fall far in love   i'm on the edge of glory and i'm hangin' on a moment of truth out on the edge of glory and i'm hangin' on a moment with you i'm on the edge the edge the edge the edge the edge the edge the edge i'm on the edge of glory and i'm hangin' on a moment with you i'm on the edge with you   another shot before we kiss the other side tonight yeah baby tonight yeah baby i'm on the edge of something final we call life tonight alright alright put on your shades 'cause i'll be dancing in the flames tonight yeah baby tonight yeah baby it isn't hell if everybody knows my name tonight alright alright  pre it's hot to feel the rush to brush the dangerous i'm gonna run right to to the edge with you where we can both fall far in love   i'm on the edge of glory and i'm hangin' on a moment of truth out on the edge of glory and i'm hangin' on a moment with you i'm on the edge the edge the edge the edge the edge the edge the edge i'm on the edge of glory and i'm hangin' on a moment with you i'm on the edge with you i'm on the edge with you i'm on the edge with you  saxophone    i'm on the edge of glory and i'm hangin' on a moment of truth out on the edge of glory and i'm hangin' on a moment with you i'm on the edge the edge the edge the edge the edge the edge the edge i'm on the edge of glory and i'm hangin' on a moment with you i'm on the edge with you with you with you with you with you i'm on the edge with you with you with you with you with you i'm on the edge with you with you with you with you with you i'm on the edge with you with you with you with you with you,2011.0,55.0,pop,Pop
Lady Gaga,Dance in the Dark,The Fame Monster,2009-11-09,make it stop silicone saline poison inject me baby im a free bitch im a free bitch   some girls won't dance to the beat of the track she wont walk away but she wont look back she looks good but her boyfriend says she's a mess she's a mess she's a mess now the girl is stressed she's a mess she's a mess she's a mess she's a mess tell 'em girls   baby loves to dance in the dark 'cause when hes looking she falls apart baby loves to dance in the dark tell 'em girls baby loves to dance in the dark 'cause when hes looking she falls apart baby loves to dance loves to dance in the dark tell 'em girls saline   run run her kiss is a vampire grin the moon lights her way while shes howling at him she looks good but her boyfriend says shes a tramp shes a tramp shes a vamp but she still does her dance shes a tramp shes a vamp but she still kills the dance tell 'em girls   baby loves to dance in the dark 'cause when hes looking she falls apart baby loves to dance in the dark tell 'em girls baby loves to dance in the dark 'cause when hes looking she falls apart baby loves to dance loves to dance in the dark tell 'em girls  interlude in the dark she loves to dance in the dark in the dark she loves she loves to dance in the dark   marilyn judy sylvia tell 'em how you feel girls work your blonde jon benet ramsey well haunt like liberace find your freedom in the music find your jesus find your kubrick you will never fall apart diana youre still in our hearts never let you fall apart together well dance in the dark  breakdown baby loves to dance in the dark 'cause when hes looking she falls apart baby loves to dance in the dark baby   baby loves to dance in the dark 'cause when hes looking she falls apart baby loves to dance loves to dance in the dark   in the dark,2009.0,57.0,pop,Pop
Lady Gaga,Americano,Born This Way,2011-05-23,i met a girl in east la in floral shorts as sweet as may she sang in eights in two barrio chords we fell in love but not in court  interlude la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la i don't i don't   ahahahahahah america americano ahahahahahah america americano   mis canciones son de la revolución mi corazón me duele por mi generación if you love me we can marry on the west coast on a wednesday en un verano o en agosto  pre i don't speak your i don't speak your languagono la la la la la la la i don't speak your don't speak your i don't speak your won't speak your jesús cristo la la la la la la la   ahahahahahah america americano ahahahahahah america americano   i will fight for i have fought for how i love you la la la la la la la i have cried for i will die for how i care la la la la la la la in the mountains las campanas están sonando la la la la la la la todos los chicos chicas y los chicos chicas se están besando la la la la la la la  pre i don't speak your i don't speak your languagono la la la la la la la i don't speak your don't speak your i don't speak your won't speak your jesus cristo la la la la la la la i don't speak your won't speak your i don't speak your won't speak your americano la la la la la la la i don't speak your won't speak your i don't speak your won't speak your jesus cristo la la la la la la la   ahahahahahah america americano ahahahahahah america americano ahahahahahah america americano ahahahahahah america americano   don't you try to catch me don't you try to catch me no no no no i'm living on the edge of living on the edge of the law law law law don't you try to catch me don't you try to get me no no no no don't you try to catch me living on the edge of the law law law law,2011.0,65.0,pop,Pop
Lady Gaga,So Happy I Could Die,The Fame Monster,2009-11-18,eheh eheh yeha yeha eheh eheh ahaaha eheh eheh yeha yeha eheh eheh ahaaha   i love that lavender blonde the way she moves the way she walks i touch myself can't get enough and in the silence of the night through all the tears and all the lies i touch myself and it's alright  pre just give in don't give up baby open up your heart and your mind to me just just know when know when that glass is empty that the world is gonna bend yeah   happy in the club with a bottle of red wine stars in our eyes 'cause we're having a good time eheh eheh so happy i could die be your best friend yeah i'll love you forever up in the clouds we'll be higher than ever eheh eheh eheh eheh so happy i could die and it's alright  post eheh eheh yeha yeha eheh eheh ahaaha eheh eheh yeha yeha eheh eheh ahaaha   i am as vain as i allow i do my hair i gloss my eyes i touch myself all through the night and when something falls out of place place i take my time i put it back i touch myself 'til i'm on track  pre just give in don't give up baby open up your heart and your mind to me just just know when know when that glass is empty that the world is gonna bend yeah   happy in the club with a bottle of red wine stars in our eyes 'cause we're having a good time eheh eheh so happy i could die be your best friend yeah i'll love you forever up in the clouds we'll be higher than ever eheh eheh eheh eheh so happy i could die and it's alright  interlude so happy i could die and it's alright oohoohoohoohooh so happy i could die and it's alright  pre eheh eheh yeha yeha eheh eheh ahaaha eheh eheh yeha yeha eheh eheh ahaaha   happy in the club with a bottle of red wine stars in our eyes 'cause we're having a good time eheh eheh so happy i could die be your best friend yeah i'll love you forever up in the clouds we'll be higher than ever eheh eheh eheh eheh so happy i could die and it's alright happy in the club with a bottle of red wine stars in our eyes 'cause we're having a good time eheh eheh so happy i could die be your best friend yeah i'll love you forever up in the clouds we'll be higher than ever eheh eheh eheh eheh so happy i could die and it's alright,2009.0,66.0,pop,Pop
Lady Gaga,Heavy Metal Lover,Born This Way,2011-05-23,heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover   i want your whiskey mouth all over my blonde south red wine cheap perfume and a filthy pout  pre tonight bring all your friends because a group does it better why river with a pair let's have a full house of leather   oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover   dirty pony i can't wait to hose you down you've got to earn your leather in this part of town  pre dirty pearls and a patch for all the rivington rebels let's raise hell in the streets drink beer and get into trouble   oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover   i could be your girl girl girl girl girl girl but would you love me if i ruled the world world world oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover   whip me slap me punk funk new york clubbers bump drunk bud lite liquors bar slam move it this is your jam wash the night with st jameson like a baptism heavy metal lovers play baby we were born this way  break oohoohoohoohooh oohoohoohooh whowhowhowho oohoohoohoohooh oohoohoohooh whowhowhowho   oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover   oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover i could be your girl girl girl girl girl girl but would you love me if i ruled the world world world oohoohoohoohooh oohoohoohooh whowhowhowho heavy metal lover   heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal lover heavy metal,2011.0,71.0,pop,Pop
Lady Gaga,Government Hooker,Born This Way,2011-05-23,gaga gaohah gaga gaohohoh io ritorne io ritorne io ritorne io ritorne goverment hooker eh   i can be good if you just wanna be bad i can be cool if you just wanna be mad i can be anything i'll be your everything just touch me baby i don't wanna be sad  pre as long as i'm your hooker back up and turn around as long as i'm your hooker hands on the ground as long as i'm your hooker back up and turn around as long as i'm your hooker get down   hooker yeah you're my hooker hooker government hooker hooker yeah you're my hooker hooker government hooker  refrain i'm gonna drink my tears tonight i'm gonna drink my tears and cry 'cause i know you love me baby i know you love me baby   i could be girl unless you want to be man i could be sex unless you want to hold hands i could be anything i could be everything iku iku i could be mom unless you want to be dad ay mi papito  pre as long as i'm your hooker back up and turn around as long as i'm your hooker hands on the ground as long as i'm your hooker back up and turn around as long as i'm your hooker get down   hooker yeah you're my hooker hooker government hooker hooker yeah you're my hooker hooker government hooker  interlude put your hands on me john f kennedy hahahaha i'll make you squeal baby hahahaha as long as you pay me ow  refrain i'm gonna drink my tears tonight i'm gonna drink my tears and cry 'cause i know you love me baby i know you love me baby   hooker yeah you're my hooker hooker government hooker hooker yeah you're my hooker hooker government hooker   i could be girl unless you want to be man i could be sex unless you want to hold hands i could be anything i could be everything i could be mom unless you want to be dad   i wanna fuck government hooker back up and turn around stop shitting me government hooker hands on the ground i wanna fuck government hooker back up and turn around stop shitting me government hooker get down yes,2011.0,72.0,pop,Pop
Lady Gaga,Starstruck,The Fame,2008-08-19,lady gaga groove slam work it back filter that baby bump that track groove slam work it back filter that baby bump that track groove slam work it back space cowboy just play that track gaga in the room so starstruck cherrycherrycherry cherry boom boom   lady gaga rollin' up to the club on the weekend styling out to the beat that you're freakin' fantasize i'm the track that you're tweakin' blow my heart up put your hands on my waist pull the fader run it back with original flavor cue me up i'm the  on your table i'm so starstruck   lady gaga  space cowboy i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up   lady gaga baby now that we're alone gotta request would you make me number one on your playlist got your dre headphones with the left side on wanna scratch me back and forth back and forth uhhuh put your hands on my waist pull the fader run it back with original flavor get the breakdown first up until the  to the verse rekerekereverse   lady gaga  space cowboy i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up   flo rida hey lil mamma like really really is that him i done seen you before what you got on them big rims enter that cash flow i'm like baby you don't trip so shawty say hand over your signature right here like adjust the dotted line and i'm supposed to sign how she at it a fanatic and i think it's goin' down she so starstruck the gal all stuck i shoulda had an overdose too many starbucks ain't never seen a balla paper that stack taller stunners who let the top back on the chevy impala hummers and all that fully loaded with two spoilers what did you call that when you showed up with two dollars but that's another chapter son of a bachelor all on me just spotted a baby actor complete swagger there go the dagger got what she wants shawty happily ever after   lady gaga  space cowboy i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up   lady gaga groove slam work it back filter that baby bump that track groove slam work it back filter that baby bump that track groove slam work it back filter that baby bump that track groove slam work it back filter that baby bump that track   lady gaga baby now that we're alone gotta request would you make me number one on your playlist got your dre headphones with the left side on wanna scratch me back and forth back and forth uhhuh put your hands on my waist pull the fader run it back with original flavor get the breakdown first up until the  to the verse i'm so i'm so   lady gaga  space cowboy starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up i'm so starstruck baby 'cause you blow my heart up blow my heart up i'm so i'm so,2008.0,90.0,pop,Pop
Lady Gaga,Summerboy,The Fame,2008-08-19,one two three   nowhere yeah were goin' nowhere fast maybe this time ill be yours youll be mine ccccrazy crazy get your ass in my bed baby youll be just my summer boyfriend summerboy   lets get lost you can take me home somewhere nice we can be alone bikini tops comin' oooff dont be sad when the sun goes down youll wake up and im not around ive got to go ohohohohoh well still have the summer after all   sometimes you might start a fight but im happy pretending we're alright sunglasses cover up my green eyes my martini glistens yeah while checking out other guys summerboy   lets get lost you can take me home somewhere nice we can be alone bikini tops coming oooff dont be sad when the sun goes down youll wake up and im not around ive got to go ohohohohoh well still have the summer after all   hey there summerboy lets go for a drive take me for a ride never gonna close our eyes hey there summerboy im a busy girl dont got too much time hurry up before i change my mind hey there summerboy im taking off my heels lets go for a run have a little summer fuuun have a little summer fuuun summerboy   lets get lost you can take me home somewhere nice we can be alone bikini tops poppin' oooff dont be sad when the sun goes down youll wake up and im not around you've got to go ohohohohoh well still have the summer after lets get lost you can take me home somewhere nice we can be alone i have got my summersummerboy dont be sad when the sun goes down youll wake up and im not around i have got my summersummerboy and well still have the summer after all   i've got my yes i've got my i've got my summersummer boy,2008.0,97.0,pop,Pop
Lady Gaga,Burqa,Artpop Act II (Scrapped),2013-08-05,i killed my boyfriend and left him in the trunk on highway 0 put the knife under the hood if you find it send it straight to hollywood  interlude hahahaha hahahaha hahahaha aaaa burqa burqa burqa burqa burqa   i'm not a wandering slave i am a woman of choice my veil is protection for the gorgeousness of my face you ought to pity me 'cause was arranged one man to love but in the bedroom the size of him's more than enough   do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the burqa behind the burqa do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the burqa behind the burqa behind the burqa behind the burqa   enigma popstar is fun she wear burqa for fashion it's not a statement as much as just a move of passion i may not walk on your street or shoot a gun on your soil i hear you screaming is it because of pleasure or toil  breakdown dance sex art pop tech dance sex art pop tech   do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the burqa behind the burqa do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the burqa behind the burqa behind the burqa behind the burqa  do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the burqa behind the burqa do you wanna see me naked lover do you wanna peek underneath the cover do you wanna see the girl who lives behind the burqa behind the burqa behind the burqa behind the burqa behind the burqa behind the burqa behind the burqa    burqa burqa burqa burqa burqa,2013.0,112.0,pop,Pop
Maroon 5,Memories,M57*,2019-09-20,here's to the ones that we got cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back memories bring back you   there's a time that i remember when i did not know no pain when i believed in forever and everything would stay the same now my heart feel like december when somebody say your name 'cause i can't reach out to call you but i know i will one day yeah  pre everybody hurts sometimes everybody hurts someday ayyayy but everything gon' be alright go and raise a glass and say ayy   here's to the ones that we got cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back memories bring back you  post doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo memories bring back memories bring back you   there's a time that i remember when i never felt so lost when i felt all of the hatred was too powerful to stop ooh yeah now my heart feel like an ember and it's lighting up the dark i'll carry these torches for ya that you know i'll never drop yeah  pre everybody hurts sometimes everybody hurts someday ayyayy but everything gon' be alright go and raise a glass and say ayy   here's to the ones that we got ohoh cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through no no toast to the ones here today ayy toast to the ones that we lost on the way 'cause the drinks bring back all the memories ayy and the memories bring back memories bring back you  post doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo memories bring back memories bring back you doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo ooh yeah memories bring back memories bring back you   yeah yeah yeah yeah yeah yeah yeah yeah no no memories bring back memories bring back you,2019.0,2.0,pop,Pop
